"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","raster_mean"
459,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_NA",21.5,36.16,-105.2,"","Chrosomus","erythrogaster","Little Coyote Creek Colfax New Mexico US",NA,32.33,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Chrosomus","erythrogaster","365","NatureServe, 2020","365","NatureServe, 2020","","0-1","Walker et al., 2013",9.1,"Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","","Walker et al., 2013","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","NA","NA",NA
460,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_NA",10,36.16,-105.2,"","Chrosomus","erythrogaster","Little Coyote Creek Colfax New Mexico US",NA,29.27,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Chrosomus","erythrogaster","365","NatureServe, 2020","365","NatureServe, 2020","","0-1","Walker et al., 2013",9.1,"Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","","Walker et al., 2013","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","NA","NA",NA
461,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_NA",0,36.16,-105.2,"","Chrosomus","erythrogaster","Little Coyote Creek Colfax New Mexico US",NA,19.71,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Chrosomus","erythrogaster","365","NatureServe, 2020","365","NatureServe, 2020","","0-1","Walker et al., 2013",9.1,"Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","","Walker et al., 2013","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","NA","NA",NA
462,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_NA",1,36.16,-105.2,"","Chrosomus","erythrogaster","Little Coyote Creek Colfax New Mexico US",NA,18.17,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Chrosomus","erythrogaster","365","NatureServe, 2020","365","NatureServe, 2020","","0-1","Walker et al., 2013",9.1,"Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","","Walker et al., 2013","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","NA","NA",NA
463,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_NA",0,36.16,-105.2,"","Chrosomus","erythrogaster","Little Coyote Creek Colfax New Mexico US",NA,17.55,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Chrosomus","erythrogaster","365","NatureServe, 2020","365","NatureServe, 2020","","0-1","Walker et al., 2013",9.1,"Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","","Walker et al., 2013","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","NA","NA",NA
464,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_NA",19,36.16,-105.2,"","Chrosomus","erythrogaster","Little Coyote Creek Colfax New Mexico US",NA,25.36,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Chrosomus","erythrogaster","365","NatureServe, 2020","365","NatureServe, 2020","","0-1","Walker et al., 2013",9.1,"Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","","Walker et al., 2013","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","NA","NA",NA
465,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Chrosomus erythrogaster_38.189801_NA",26,38.189801,-91.908238,"inferred","Chrosomus","erythrogaster","Gasconade River, Missouri, United States",NA,35.9,"tmax",0.42,"SD",12,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Chrosomus","erythrogaster","365","NatureServe, 2020","365","NatureServe, 2020","","0-1","Walker et al., 2013",9.1,"Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","5.8","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","","Walker et al., 2013","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","NA","NA",NA
466,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_NA",2,42.41,-83.98,"","Coregonus","artedi","Pickerel Lake Michigan US",NA,19.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Coregonus","artedi","365","Meyers et al., 2015","365","Meyers et al., 2015","Y","10-100","E. M. George et al., 2018;Oyadomari & Auer, 2008;Meyers et al., 2015",57,"Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Winter",NA,"Meyers et al., 2015;Morin et al., 1981","unk","","Nikki","4745","Meyers et al., 2015","NA","NA",NA
467,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_NA",5,42.41,-83.98,"","Coregonus","artedi","Pickerel Lake Michigan US",NA,21.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Coregonus","artedi","365","Meyers et al., 2015","365","Meyers et al., 2015","Y","10-100","E. M. George et al., 2018;Oyadomari & Auer, 2008;Meyers et al., 2015",57,"Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Winter",NA,"Meyers et al., 2015;Morin et al., 1981","unk","","Nikki","4745","Meyers et al., 2015","NA","NA",NA
468,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_NA",10,42.41,-83.98,"","Coregonus","artedi","Pickerel Lake Michigan US",NA,24.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Coregonus","artedi","365","Meyers et al., 2015","365","Meyers et al., 2015","Y","10-100","E. M. George et al., 2018;Oyadomari & Auer, 2008;Meyers et al., 2015",57,"Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Winter",NA,"Meyers et al., 2015;Morin et al., 1981","unk","","Nikki","4745","Meyers et al., 2015","NA","NA",NA
469,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_NA",20,42.41,-83.98,"","Coregonus","artedi","Pickerel Lake Michigan US",NA,26.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Coregonus","artedi","365","Meyers et al., 2015","365","Meyers et al., 2015","Y","10-100","E. M. George et al., 2018;Oyadomari & Auer, 2008;Meyers et al., 2015",57,"Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Winter",NA,"Meyers et al., 2015;Morin et al., 1981","unk","","Nikki","4745","Meyers et al., 2015","NA","NA",NA
470,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_NA",25,42.41,-83.98,"","Coregonus","artedi","Pickerel Lake Michigan US",NA,25.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Coregonus","artedi","365","Meyers et al., 2015","365","Meyers et al., 2015","Y","10-100","E. M. George et al., 2018;Oyadomari & Auer, 2008;Meyers et al., 2015",57,"Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","29.3","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Winter",NA,"Meyers et al., 2015;Morin et al., 1981","unk","","Nikki","4745","Meyers et al., 2015","NA","NA",NA
482,"Cottus bairdii","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus bairdii_34.19_NA",10,34.19,-84.95,"","Cottus","bairdii","Etowah River Georgia US",7,29.56,"tmax",1.08,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","bairdii","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",15,"Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","Y","","Breen et al., 2009","non-migratory","IUCN, 2020",NA,NA,"","0.0000196","Meyers et al., 2015","Nikki","730","Froese & Pauly, 2000","NA","NA",NA
483,"Cottus bairdii","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus bairdii_34.19_NA",15,34.19,-84.95,"","Cottus","bairdii","Etowah River Georgia US",7,30.37,"tmax",1.22,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","bairdii","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",15,"Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","Y","","Breen et al., 2009","non-migratory","IUCN, 2020",NA,NA,"","0.0000196","Meyers et al., 2015","Nikki","730","Froese & Pauly, 2000","NA","NA",NA
484,"Cottus bairdii","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus bairdii_34.19_NA",20,34.19,-84.95,"","Cottus","bairdii","Etowah River Georgia US",7,32.01,"tmax",0.52,"SD",10,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","bairdii","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",15,"Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","Y","","Breen et al., 2009","non-migratory","IUCN, 2020",NA,NA,"","0.0000196","Meyers et al., 2015","Nikki","730","Froese & Pauly, 2000","NA","NA",NA
485,"Cottus bairdii","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus bairdii_34.19_NA",25,34.19,-84.95,"","Cottus","bairdii","Etowah River Georgia US",7,33.83,"tmax",0.37,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","bairdii","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",15,"Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","Y","","Breen et al., 2009","non-migratory","IUCN, 2020",NA,NA,"","0.0000196","Meyers et al., 2015","Nikki","730","Froese & Pauly, 2000","NA","NA",NA
486,"Cottus bairdii","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Kowaski et al. 1978","Comte","Cottus bairdii_42.6_NA",15,42.6,-78.47,"","Cottus","bairdii","Buffalo Creek, Erie County, New York, United States",28,30.9,"tmax",0.33,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,NA,NA,"Cottus","bairdii","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Meyers et al., 2015",15,"Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","8.4","Froese & Pauly, 2000","Y","","Breen et al., 2009","non-migratory","IUCN, 2020",NA,NA,"","0.0000196","Meyers et al., 2015","Nikki","730","Froese & Pauly, 2000","NA","NA",NA
487,"Cottus carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_34.6_NA",10,34.6,-84.7,"","Cottus","carolinae","Coosawattee River Georgia US",7,29.06,"tmax",0.97,"SD",15,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","carolinae","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Wells et al., 2017",18,"Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.000042","NatureServe, 2020","Nikki","1460","NatureServe, 2020","NA","NA",NA
488,"Cottus carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_34.6_NA",15,34.6,-84.7,"","Cottus","carolinae","Coosawattee River Georgia US",7,31.56,"tmax",0.74,"SD",20,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","carolinae","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Wells et al., 2017",18,"Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.000042","NatureServe, 2020","Nikki","1460","NatureServe, 2020","NA","NA",NA
489,"Cottus carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_34.6_NA",20,34.6,-84.7,"","Cottus","carolinae","Coosawattee River Georgia US",7,32.81,"tmax",0.65,"SD",16,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","carolinae","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Wells et al., 2017",18,"Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.000042","NatureServe, 2020","Nikki","1460","NatureServe, 2020","NA","NA",NA
490,"Cottus carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_34.6_NA",25,34.6,-84.7,"","Cottus","carolinae","Coosawattee River Georgia US",7,34.24,"tmax",0.42,"SD",17,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","carolinae","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Wells et al., 2017",18,"Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.000042","NatureServe, 2020","Nikki","1460","NatureServe, 2020","NA","NA",NA
491,"Cottus carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_40.03_NA",10,40.03,-76.27,"","Cottus","carolinae","Conasauga River Georgia US",7,28.69,"tmax",1.33,"SD",9,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","carolinae","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Wells et al., 2017",18,"Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.000042","NatureServe, 2020","Nikki","1460","NatureServe, 2020","NA","NA",NA
492,"Cottus carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_40.03_NA",15,40.03,-76.27,"","Cottus","carolinae","Conasauga River Georgia US",7,31.14,"tmax",0.41,"SD",19,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","carolinae","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Wells et al., 2017",18,"Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.000042","NatureServe, 2020","Nikki","1460","NatureServe, 2020","NA","NA",NA
493,"Cottus carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_40.03_NA",20,40.03,-76.27,"","Cottus","carolinae","Conasauga River Georgia US",7,32.43,"tmax",0.87,"SD",18,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","carolinae","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Wells et al., 2017",18,"Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.000042","NatureServe, 2020","Nikki","1460","NatureServe, 2020","NA","NA",NA
494,"Cottus carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_40.03_NA",25,40.03,-76.27,"","Cottus","carolinae","Conasauga River Georgia US",7,34.34,"tmax",0.47,"SD",21,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,NA,NA,"Cottus","carolinae","730","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","Wells et al., 2017",18,"Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","9.5","Froese & Pauly, 2000","Y","","","non-migratory","IUCN, 2020",NA,NA,"","0.000042","NatureServe, 2020","Nikki","1460","NatureServe, 2020","NA","NA",NA
523,"Couesius plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_51.38_NA",5,51.38,-121.26,"","Couesius","plumbeus","Green Lake British Columbia Canada",60,26.23,"tmax",NA,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,NA,NA,"Couesius","plumbeus","1095","Meyers et al., 2015","1095","Meyers et al., 2015","Y","1-10","Debruyn, 2014",23,"Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","Y","","","migratory","Debruyn, 2014","Spring-Summer",NA,"Debruyn, 2014","8.042","Meyers et al., 2015","Nikki","2555","Froese & Pauly, 2000;Meyers et al., 2015","NA","NA",NA
524,"Couesius plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_51.38_NA",10,51.38,-121.26,"","Couesius","plumbeus","Green Lake British Columbia Canada",60,26.32,"tmax",NA,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,NA,NA,"Couesius","plumbeus","1095","Meyers et al., 2015","1095","Meyers et al., 2015","Y","1-10","Debruyn, 2014",23,"Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","Y","","","migratory","Debruyn, 2014","Spring-Summer",NA,"Debruyn, 2014","8.042","Meyers et al., 2015","Nikki","2555","Froese & Pauly, 2000;Meyers et al., 2015","NA","NA",NA
525,"Couesius plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_51.38_NA",15,51.38,-121.26,"","Couesius","plumbeus","Green Lake British Columbia Canada",60,32.16,"tmax",NA,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,NA,NA,"Couesius","plumbeus","1095","Meyers et al., 2015","1095","Meyers et al., 2015","Y","1-10","Debruyn, 2014",23,"Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","Y","","","migratory","Debruyn, 2014","Spring-Summer",NA,"Debruyn, 2014","8.042","Meyers et al., 2015","Nikki","2555","Froese & Pauly, 2000;Meyers et al., 2015","NA","NA",NA
526,"Couesius plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_51.38_NA",20,51.38,-121.26,"","Couesius","plumbeus","Green Lake British Columbia Canada",60,35.46,"tmax",NA,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,NA,NA,"Couesius","plumbeus","1095","Meyers et al., 2015","1095","Meyers et al., 2015","Y","1-10","Debruyn, 2014",23,"Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","Y","","","migratory","Debruyn, 2014","Spring-Summer",NA,"Debruyn, 2014","8.042","Meyers et al., 2015","Nikki","2555","Froese & Pauly, 2000;Meyers et al., 2015","NA","NA",NA
527,"Couesius plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_59.4_NA",5,59.4,-133.58,"","Couesius","plumbeus","Atlin Warm Spring British Columbia Canada",60,25.87,"tmax",NA,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,NA,NA,"Couesius","plumbeus","1095","Meyers et al., 2015","1095","Meyers et al., 2015","Y","1-10","Debruyn, 2014",23,"Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","Y","","","migratory","Debruyn, 2014","Spring-Summer",NA,"Debruyn, 2014","8.042","Meyers et al., 2015","Nikki","2555","Froese & Pauly, 2000;Meyers et al., 2015","NA","NA",NA
528,"Couesius plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_59.4_NA",10,59.4,-133.58,"","Couesius","plumbeus","Atlin Warm Spring British Columbia Canada",60,26.36,"tmax",NA,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,NA,NA,"Couesius","plumbeus","1095","Meyers et al., 2015","1095","Meyers et al., 2015","Y","1-10","Debruyn, 2014",23,"Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","10.5","Froese & Pauly, 2000","Y","","","migratory","Debruyn, 2014","Spring-Summer",NA,"Debruyn, 2014","8.042","Meyers et al., 2015","Nikki","2555","Froese & Pauly, 2000;Meyers et al., 2015","NA","NA",NA
